Date,Region,Product,Quantity,UnitPrice,StoreLocation,CustomerType,Discount,Salesperson,sales,PaymentMethod,Promotion,Returned,OrderID,CustomerName,ShippingCost,OrderDate,DeliveryDate,RegionManager
6/13/2023,East,Phone,19,199.65,Store A,Retail,0.1,Carlos,3414.015,Cash,SAVE10,1,REG100769,Cust 4711,35.12,6/13/2023,6/18/2023,Eric
5/31/2025,West,Phone,16,307,Store A,Wholesale,0,Bob,4912,Debit Card,FREESHIP,0,REG100770,Cust 9227,11.99,5/31/2025,6/2/2025,Wendy
10/11/2023,East,Tablet,1,315.93,Store C,Retail,0.15,Alice,268.5405,Credit Card,SAVE10,0,REG100771,Cust 2830,43.2,10/11/2023,10/14/2023,Eric
8/7/2023,West,Printer,5,596.97,Store A,Retail,0,Eva,2984.85,Cash,SAVE10,0,REG100772,Cust 3767,14.43,8/7/2023,8/14/2023,Wendy
12/3/2023,North,Laptop,17,376.98,Store A,Retail,0.05,Carlos,6088.227,Debit Card,,1,REG100773,Cust 1561,38.48,12/3/2023,12/5/2023,Ryan
8/1/2024,Central,Printer,6,208.64,Store D,Retail,0.1,Frank,1126.656,Credit Card,FREESHIP,0,REG100774,Cust 8569,49.93,8/1/2024,8/4/2024,Cameron
3/20/2023,East,Chair,7,307.82,Store B,Wholesale,0,Eva,2154.74,Debit Card,WINTER15,1,REG100775,Cust 1254,14,3/20/2023,3/27/2023,Eric
6/30/2025,Central,Tablet,13,382.48,Store D,Retail,0.05,Eva,4723.628,Credit Card,WINTER15,0,REG100776,Cust 8556,7.59,6/30/2025,7/4/2025,Cameron
2/5/2025,South,Desk,9,188.03,Store B,Retail,0,Frank,1692.27,Cash,FREESHIP,0,REG100777,Cust 7204,11.44,2/5/2025,2/7/2025,Sophie
5/19/2024,East,Desk,17,238.17,Store D,Wholesale,0.15,Frank,3441.5565,Cash,FREESHIP,0,REG100778,Cust 7725,21.64,5/19/2024,5/29/2024,Eric
3/4/2023,North,Printer,10,450.71,Store B,Retail,0.1,Bob,4056.39,Gift Card,SAVE10,0,REG100779,Cust 9210,21.31,3/4/2023,3/12/2023,Ryan
1/22/2023,Central,Monitor,2,413.36,Store D,Retail,0.1,Alice,744.048,Online,SAVE10,1,REG100780,Cust 9085,41.69,1/22/2023,1/24/2023,Cameron
3/20/2023,South,Phone,20,536.71,Store B,Retail,0.15,Carlos,9124.07,Debit Card,SAVE10,0,REG100781,Cust 4937,41.42,3/20/2023,3/25/2023,Sophie
6/5/2024,West,Phone,5,206.42,Store D,Retail,0.05,Alice,980.495,Debit Card,WINTER15,0,REG100782,Cust 3606,35.51,6/5/2024,6/13/2024,Wendy
7/9/2024,East,Printer,4,256.83,Store A,Wholesale,0.15,Carlos,873.222,Cash,,1,REG100783,Cust 5865,44.72,7/9/2024,7/17/2024,Eric
3/8/2025,South,Monitor,1,247.04,Store C,Wholesale,0,Bob,247.04,Credit Card,FREESHIP,0,REG100784,Cust 7195,26.86,3/8/2025,3/13/2025,Sophie
6/21/2025,South,Tablet,3,583.38,Store B,Retail,0.15,Diana,1487.619,Cash,WINTER15,1,REG100785,Cust 6113,30.12,6/21/2025,6/30/2025,Sophie
6/28/2025,North,Tablet,13,341.38,Store C,Retail,0.15,Alice,3772.249,Cash,,0,REG100786,Cust 9878,18.2,6/28/2025,7/1/2025,Ryan
4/5/2025,West,Chair,19,267.03,Store D,Wholesale,0.15,Bob,4312.5345,Online,SAVE10,1,REG100787,Cust 3936,35.82,4/5/2025,4/13/2025,Wendy
3/5/2024,South,Printer,7,77.69,Store D,Wholesale,0,Carlos,543.83,Credit Card,SAVE10,0,REG100788,Cust 3937,41.89,3/5/2024,3/12/2024,Sophie
3/9/2024,East,Phone,20,312.43,Store C,Retail,0,Carlos,6248.6,Credit Card,SAVE10,0,REG100789,Cust 5262,28.11,3/9/2024,3/11/2024,Eric
2/25/2025,Central,Monitor,19,14.1,Store C,Wholesale,0.05,Carlos,254.505,Cash,FREESHIP,0,REG100790,Cust 3892,37.84,2/25/2025,2/28/2025,Cameron
11/16/2024,West,Tablet,17,266.83,Store D,Retail,0.05,Frank,4309.3045,Credit Card,WINTER15,0,REG100791,Cust 8826,32.52,11/16/2024,11/23/2024,Wendy
8/1/2024,South,Printer,20,248.11,Store D,Wholesale,0.05,Carlos,4714.09,Online,SAVE10,0,REG100792,Cust 1119,22.96,8/1/2024,8/6/2024,Sophie
4/20/2024,West,Chair,5,316.76,Store B,Retail,0.05,Alice,1504.61,Gift Card,FREESHIP,1,REG100793,Cust 2685,12.7,4/20/2024,4/30/2024,Wendy
4/20/2024,South,Laptop,2,169.62,Store C,Retail,0.1,Alice,305.316,Debit Card,,0,REG100794,Cust 5939,45.41,4/20/2024,4/25/2024,Sophie
9/22/2023,North,Laptop,19,35.38,Store A,Retail,0.15,Diana,571.387,Online,SAVE10,0,REG100795,Cust 1791,7.06,9/22/2023,9/28/2023,Ryan
2/21/2025,West,Chair,3,264.08,Store A,Retail,0.1,Diana,713.016,Online,,0,REG100796,Cust 8530,25.39,2/21/2025,3/2/2025,Wendy
6/24/2025,East,Tablet,5,137.56,Store C,Wholesale,0.15,Diana,584.63,Debit Card,SAVE10,0,REG100797,Cust 4522,6.45,6/24/2025,7/1/2025,Eric
11/28/2023,Central,Laptop,8,157.93,Store B,Retail,0.15,Diana,1073.924,Online,SAVE10,0,REG100798,Cust 9619,6.31,11/28/2023,12/5/2023,Cameron
4/8/2024,North,Desk,6,126.86,Store C,Wholesale,0.05,Eva,723.102,Debit Card,FREESHIP,0,REG100799,Cust 1637,35.49,4/8/2024,4/17/2024,Ryan
1/7/2025,North,Chair,15,240.05,Store C,Retail,0.05,Carlos,3420.7125,Credit Card,FREESHIP,0,REG100800,Cust 6914,14.31,1/7/2025,1/14/2025,Ryan
2/24/2023,South,Tablet,3,37.63,Store A,Wholesale,0.1,Carlos,101.601,Debit Card,FREESHIP,0,REG100801,Cust 5737,43.7,2/24/2023,3/3/2023,Sophie
10/19/2023,East,Chair,13,393.1,Store B,Wholesale,0.1,Alice,4599.27,Online,,0,REG100802,Cust 5301,12.64,10/19/2023,10/26/2023,Eric
6/17/2024,North,Chair,10,83.86,Store A,Wholesale,0.15,Alice,712.81,Credit Card,,0,REG100803,Cust 2524,41.11,6/17/2024,6/21/2024,Ryan
6/21/2023,Central,Desk,10,110.07,Store B,Wholesale,0,Frank,1100.7,Credit Card,,0,REG100804,Cust 8480,18.47,6/21/2023,6/29/2023,Cameron
8/30/2024,East,Phone,6,288.98,Store C,Wholesale,0.15,Diana,1473.798,Gift Card,,0,REG100805,Cust 2595,38.63,8/30/2024,9/2/2024,Eric
1/3/2025,Central,Desk,10,451.14,Store A,Retail,0,Bob,4511.4,Gift Card,FREESHIP,0,REG100806,Cust 7132,29.96,1/3/2025,1/13/2025,Cameron
2/23/2023,West,Printer,16,509.08,Store C,Wholesale,0,Carlos,8145.28,Online,FREESHIP,0,REG100807,Cust 4240,37.53,2/23/2023,3/2/2023,Wendy
4/26/2025,Central,Printer,4,582.73,Store D,Wholesale,0.05,Carlos,2214.374,Cash,WINTER15,0,REG100808,Cust 4644,44.26,4/26/2025,4/29/2025,Cameron
6/8/2023,South,Phone,9,115.24,Store B,Wholesale,0,Alice,1037.16,Credit Card,FREESHIP,0,REG100809,Cust 5133,8.28,6/8/2023,6/14/2023,Sophie
3/16/2023,North,Monitor,14,565.45,Store D,Wholesale,0.1,Eva,7124.67,Online,WINTER15,0,REG100810,Cust 1731,24.4,3/16/2023,3/25/2023,Ryan
10/23/2024,North,Phone,11,121.54,Store D,Wholesale,0,Carlos,1336.94,Credit Card,SAVE10,0,REG100811,Cust 3739,16.62,10/23/2024,10/28/2024,Ryan
5/23/2025,East,Printer,9,160.15,Store D,Retail,0.1,Alice,1297.215,Debit Card,,1,REG100812,Cust 3853,29.64,5/23/2025,5/28/2025,Eric
5/6/2023,East,Desk,14,175.66,Store B,Wholesale,0.05,Bob,2336.278,Cash,SAVE10,0,REG100813,Cust 6830,26.12,5/6/2023,5/14/2023,Eric
8/15/2024,South,Tablet,3,437.97,Store C,Wholesale,0.05,Eva,1248.2145,Cash,SAVE10,1,REG100814,Cust 5351,23.29,8/15/2024,8/22/2024,Sophie
8/23/2023,South,Printer,12,411.59,Store B,Wholesale,0.15,Diana,4198.218,Cash,FREESHIP,0,REG100815,Cust 5845,19.17,8/23/2023,8/31/2023,Sophie
4/13/2025,South,Laptop,1,163.29,Store B,Retail,0,Diana,163.29,Credit Card,WINTER15,0,REG100816,Cust 7004,21.15,4/13/2025,4/22/2025,Sophie
6/11/2024,Central,Desk,5,538.52,Store B,Wholesale,0.05,Alice,2557.97,Gift Card,,0,REG100817,Cust 4095,45.81,6/11/2024,6/17/2024,Cameron
4/29/2024,South,Phone,11,255.95,Store C,Wholesale,0.1,Alice,2533.905,Online,,0,REG100818,Cust 7833,21.99,4/29/2024,5/4/2024,Sophie
3/27/2023,South,Desk,7,290.22,Store A,Retail,0.1,Alice,1828.386,Cash,WINTER15,0,REG100819,Cust 5826,33.15,3/27/2023,4/4/2023,Sophie
10/23/2024,North,Chair,20,198.95,Store B,Retail,0.1,Diana,3581.1,Credit Card,,1,REG100820,Cust 9410,5.16,10/23/2024,10/25/2024,Ryan
6/21/2023,North,Printer,11,577.1,Store C,Retail,0.15,Frank,5395.885,Cash,SAVE10,0,REG100821,Cust 9397,13.16,6/21/2023,6/28/2023,Ryan
5/12/2023,Central,Printer,10,50.1,Store A,Wholesale,0.1,Bob,450.9,Cash,FREESHIP,1,REG100822,Cust 6665,23.43,5/12/2023,5/19/2023,Cameron
10/20/2024,Central,Printer,19,554.5,Store B,Retail,0.15,Carlos,8955.175,Online,,1,REG100823,Cust 2590,47.16,10/20/2024,10/24/2024,Cameron
4/4/2024,North,Laptop,14,117.31,Store A,Wholesale,0,Diana,1642.34,Online,WINTER15,0,REG100824,Cust 4599,41.24,4/4/2024,4/7/2024,Ryan
1/12/2025,Central,Tablet,3,193.98,Store A,Retail,0,Bob,581.94,Credit Card,WINTER15,0,REG100825,Cust 7166,27.53,1/12/2025,1/16/2025,Cameron
7/24/2023,South,Phone,20,386.86,Store A,Wholesale,0.05,Carlos,7350.34,Online,WINTER15,0,REG100826,Cust 6177,41.56,7/24/2023,7/29/2023,Sophie
9/9/2023,North,Chair,12,81.33,Store D,Wholesale,0,Carlos,975.96,Cash,SAVE10,1,REG100827,Cust 6229,30.73,9/9/2023,9/13/2023,Ryan
4/20/2024,East,Printer,5,550.65,Store A,Retail,0.15,Bob,2340.2625,Gift Card,,0,REG100828,Cust 2899,16.82,4/20/2024,4/27/2024,Eric
2/6/2025,West,Printer,4,473.91,Store A,Retail,0.05,Eva,1800.858,Credit Card,SAVE10,0,REG100829,Cust 5322,29.22,2/6/2025,2/14/2025,Wendy
6/18/2023,West,Tablet,19,25.22,Store C,Wholesale,0,Bob,479.18,Credit Card,,0,REG100830,Cust 7063,31.31,6/18/2023,6/22/2023,Wendy
11/1/2024,North,Phone,2,437.04,Store C,Wholesale,0,Frank,874.08,Credit Card,SAVE10,1,REG100831,Cust 7487,37.37,11/1/2024,11/8/2024,Ryan
8/12/2024,West,Desk,5,448.86,Store C,Wholesale,0.15,Frank,1907.655,Credit Card,SAVE10,1,REG100832,Cust 5481,21.22,8/12/2024,8/21/2024,Wendy
4/8/2025,Central,Phone,14,299.94,Store D,Retail,0,Carlos,4199.16,Gift Card,FREESHIP,0,REG100833,Cust 3150,21.04,4/8/2025,4/17/2025,Cameron
7/20/2024,Central,Laptop,8,224.18,Store B,Retail,0.15,Bob,1524.424,Debit Card,,0,REG100834,Cust 5099,36.9,7/20/2024,7/26/2024,Cameron
2/17/2023,West,Desk,6,327.69,Store D,Wholesale,0.05,Diana,1867.833,Cash,,0,REG100835,Cust 6615,22.34,2/17/2023,2/21/2023,Wendy
7/2/2024,East,Phone,8,432.27,Store D,Retail,0.05,Eva,3285.252,Cash,FREESHIP,1,REG100836,Cust 6924,20.64,7/2/2024,7/4/2024,Eric
4/1/2025,North,Monitor,4,249.98,Store C,Retail,0.15,Eva,849.932,Debit Card,SAVE10,0,REG100837,Cust 2411,49.08,4/1/2025,4/4/2025,Ryan
6/2/2025,South,Printer,14,194.31,Store C,Wholesale,0.15,Frank,2312.289,Debit Card,FREESHIP,0,REG100838,Cust 9648,15.3,6/2/2025,6/9/2025,Sophie
11/21/2024,West,Phone,5,69.29,Store C,Wholesale,0,Carlos,346.45,Credit Card,,0,REG100839,Cust 1974,20.83,11/21/2024,11/29/2024,Wendy
1/10/2024,South,Printer,15,306.91,Store A,Retail,0,Carlos,4603.65,Cash,FREESHIP,1,REG100840,Cust 9452,19.38,1/10/2024,1/14/2024,Sophie
10/21/2023,North,Desk,4,390.3,Store A,Retail,0.15,Diana,1327.02,Debit Card,,0,REG100841,Cust 4558,43.56,10/21/2023,10/26/2023,Ryan
1/20/2025,North,Phone,7,61.83,Store B,Retail,0,Diana,432.81,Online,WINTER15,0,REG100842,Cust 8811,25.49,1/20/2025,1/22/2025,Ryan
11/9/2024,West,Monitor,7,83.32,Store D,Wholesale,0.05,Carlos,554.078,Cash,FREESHIP,0,REG100843,Cust 7788,23.4,11/9/2024,11/17/2024,Wendy
4/3/2024,West,Monitor,4,563.06,Store D,Retail,0.05,Bob,2139.628,Cash,WINTER15,0,REG100844,Cust 2788,19.5,4/3/2024,4/7/2024,Wendy
1/6/2024,North,Phone,13,256.35,Store D,Wholesale,0.15,Alice,2832.6675,Cash,SAVE10,0,REG100845,Cust 6621,26.04,1/6/2024,1/8/2024,Ryan
8/2/2023,Central,Printer,9,303.26,Store A,Wholesale,0.05,Diana,2592.873,Debit Card,FREESHIP,0,REG100846,Cust 8575,17.01,8/2/2023,8/5/2023,Cameron
11/26/2023,North,Chair,9,440.48,Store A,Retail,0.15,Diana,3369.672,Gift Card,WINTER15,0,REG100847,Cust 8799,32.94,11/26/2023,12/1/2023,Ryan
4/20/2025,East,Desk,17,469.25,Store B,Wholesale,0.05,Bob,7578.3875,Credit Card,,0,REG100848,Cust 1699,45.76,4/20/2025,4/26/2025,Eric
12/29/2023,South,Chair,18,491.76,Store A,Wholesale,0.15,Eva,7523.928,Credit Card,SAVE10,0,REG100849,Cust 5606,37.49,12/29/2023,1/5/2024,Sophie
1/8/2025,Central,Chair,19,465.27,Store C,Retail,0.05,Diana,8398.1235,Credit Card,,0,REG100850,Cust 4933,44.95,1/8/2025,1/10/2025,Cameron
5/6/2024,East,Chair,18,343.68,Store B,Retail,0,Eva,6186.24,Gift Card,SAVE10,0,REG100851,Cust 9517,20.37,5/6/2024,5/14/2024,Eric
9/15/2024,North,Desk,14,472.51,Store D,Wholesale,0.05,Bob,6284.383,Gift Card,,0,REG100852,Cust 6740,13.54,9/15/2024,9/20/2024,Ryan
2/7/2023,West,Laptop,20,142.52,Store A,Retail,0.1,Eva,2565.36,Cash,FREESHIP,0,REG100853,Cust 1301,30.67,2/7/2023,2/12/2023,Wendy
3/1/2023,East,Phone,1,31.42,Store B,Retail,0.05,Bob,29.849,Credit Card,SAVE10,0,REG100854,Cust 1736,11.35,3/1/2023,3/9/2023,Eric
5/8/2024,North,Tablet,17,572.29,Store D,Retail,0.15,Eva,8269.5905,Online,SAVE10,1,REG100855,Cust 6864,44.99,5/8/2024,5/12/2024,Ryan
6/6/2024,East,Desk,18,333.6,Store A,Retail,0.1,Carlos,5404.32,Debit Card,FREESHIP,1,REG100856,Cust 5207,33.79,6/6/2024,6/8/2024,Eric
4/29/2023,North,Chair,9,90.87,Store D,Retail,0.15,Carlos,695.1555,Debit Card,WINTER15,0,REG100857,Cust 6525,26.56,4/29/2023,5/8/2023,Ryan
9/20/2023,Central,Tablet,9,588.59,Store D,Wholesale,0.05,Diana,5032.4445,Online,,0,REG100858,Cust 8298,42.3,9/20/2023,9/22/2023,Cameron
11/8/2024,South,Chair,18,153.28,Store B,Retail,0.05,Frank,2621.088,Online,WINTER15,1,REG100859,Cust 8204,33.71,11/8/2024,11/13/2024,Sophie
3/22/2023,North,Printer,17,194.97,Store A,Retail,0.15,Carlos,2817.3165,Gift Card,SAVE10,1,REG100860,Cust 4035,5.59,3/22/2023,3/30/2023,Ryan
9/5/2023,East,Monitor,5,367.61,Store C,Retail,0,Alice,1838.05,Credit Card,SAVE10,0,REG100861,Cust 1654,19.55,9/5/2023,9/13/2023,Eric
2/26/2023,East,Laptop,17,575.5,Store D,Retail,0.05,Alice,9294.325,Debit Card,FREESHIP,0,REG100862,Cust 1823,13.42,2/26/2023,3/5/2023,Eric
11/26/2024,West,Chair,3,229.45,Store D,Retail,0.15,Bob,585.0975,Debit Card,WINTER15,1,REG100863,Cust 1423,19.81,11/26/2024,11/29/2024,Wendy
10/14/2024,Central,Chair,3,391.63,Store C,Retail,0,Frank,1174.89,Debit Card,,1,REG100864,Cust 7282,25.36,10/14/2024,10/17/2024,Cameron
5/29/2023,Central,Laptop,15,67.35,Store D,Wholesale,0.1,Diana,909.225,Online,FREESHIP,0,REG100865,Cust 8437,24.85,5/29/2023,6/3/2023,Cameron
3/22/2024,Central,Laptop,6,453.86,Store B,Retail,0.15,Alice,2314.686,Credit Card,,0,REG100866,Cust 9508,45.32,3/22/2024,3/31/2024,Cameron
4/22/2023,South,Tablet,19,537.7,Store D,Wholesale,0,Bob,10216.3,Online,SAVE10,0,REG100867,Cust 1186,45.83,4/22/2023,5/2/2023,Sophie
6/6/2025,North,Phone,5,32.56,Store C,Retail,0.05,Diana,154.66,Cash,FREESHIP,0,REG100868,Cust 4362,46.73,6/6/2025,6/12/2025,Ryan
1/25/2023,Central,Laptop,2,196.7,Store A,Retail,0,Frank,393.4,Online,FREESHIP,0,REG100869,Cust 9388,35.84,1/25/2023,1/29/2023,Cameron
9/8/2023,South,Phone,12,369.45,Store D,Wholesale,0.1,Frank,3990.06,Credit Card,WINTER15,1,REG100870,Cust 4015,44.76,9/8/2023,9/10/2023,Sophie
10/4/2024,East,Tablet,12,181.96,Store D,Retail,0.15,Eva,1855.992,Gift Card,WINTER15,0,REG100871,Cust 6428,25.06,10/4/2024,10/11/2024,Eric
4/6/2025,East,Desk,3,32.07,Store D,Retail,0.15,Alice,81.7785,Online,WINTER15,1,REG100872,Cust 2570,43.18,4/6/2025,4/8/2025,Eric
8/25/2024,East,Laptop,15,39.93,Store A,Retail,0.15,Diana,509.1075,Debit Card,WINTER15,0,REG100873,Cust 5132,33.44,8/25/2024,8/29/2024,Eric
3/6/2024,North,Phone,7,374.43,Store A,Retail,0.15,Carlos,2227.8585,Cash,SAVE10,0,REG100874,Cust 4929,28.97,3/6/2024,3/12/2024,Ryan
3/23/2023,East,Printer,2,101.87,Store C,Wholesale,0,Diana,203.74,Cash,FREESHIP,0,REG100875,Cust 4018,28.63,3/23/2023,3/26/2023,Eric
1/13/2024,Central,Tablet,13,343.45,Store D,Wholesale,0.05,Alice,4241.6075,Gift Card,SAVE10,0,REG100876,Cust 8069,27.26,1/13/2024,1/17/2024,Cameron
7/18/2023,Central,Printer,15,144.11,Store C,Retail,0,Frank,2161.65,Gift Card,,0,REG100877,Cust 6741,28.51,7/18/2023,7/24/2023,Cameron
2/23/2025,West,Chair,18,403.68,Store A,Retail,0.15,Carlos,6176.304,Cash,FREESHIP,0,REG100878,Cust 8050,13.09,2/23/2025,3/4/2025,Wendy
2/22/2023,East,Printer,14,346.57,Store B,Retail,0.1,Carlos,4366.782,Debit Card,FREESHIP,0,REG100879,Cust 2434,36.83,2/22/2023,3/2/2023,Eric
10/18/2024,North,Printer,7,392.79,Store C,Wholesale,0,Eva,2749.53,Gift Card,WINTER15,0,REG100880,Cust 9089,45.85,10/18/2024,10/28/2024,Ryan
10/26/2023,West,Printer,16,70.83,Store B,Wholesale,0.05,Carlos,1076.616,Gift Card,,0,REG100881,Cust 1091,5.05,10/26/2023,10/31/2023,Wendy
1/10/2023,Central,Monitor,20,274.37,Store B,Retail,0.1,Eva,4938.66,Gift Card,WINTER15,0,REG100882,Cust 6138,12.28,1/10/2023,1/14/2023,Cameron
3/19/2024,Central,Desk,10,19.73,Store D,Retail,0.1,Carlos,177.57,Debit Card,,0,REG100883,Cust 6326,16.06,3/19/2024,3/22/2024,Cameron
12/20/2023,Central,Printer,10,465.72,Store B,Wholesale,0.05,Alice,4424.34,Online,FREESHIP,0,REG100884,Cust 1327,28.14,12/20/2023,12/26/2023,Cameron
12/9/2024,Central,Monitor,19,62.07,Store D,Retail,0.1,Diana,1061.397,Debit Card,FREESHIP,0,REG100885,Cust 8602,14.85,12/9/2024,12/19/2024,Cameron
5/10/2023,Central,Tablet,11,529.2,Store A,Wholesale,0.05,Bob,5530.14,Credit Card,,1,REG100886,Cust 9131,16.78,5/10/2023,5/20/2023,Cameron
10/18/2023,South,Monitor,7,387.31,Store A,Retail,0.1,Bob,2440.053,Cash,WINTER15,0,REG100887,Cust 6716,14.76,10/18/2023,10/21/2023,Sophie
12/3/2024,South,Phone,1,152.75,Store A,Wholesale,0,Bob,152.75,Credit Card,FREESHIP,1,REG100888,Cust 2071,9.61,12/3/2024,12/6/2024,Sophie
10/10/2024,South,Chair,8,72.48,Store A,Wholesale,0.1,Carlos,521.856,Debit Card,,1,REG100889,Cust 4472,26.92,10/10/2024,10/17/2024,Sophie
6/3/2024,East,Phone,4,194.09,Store D,Wholesale,0.1,Eva,698.724,Credit Card,WINTER15,0,REG100890,Cust 3899,26.35,6/3/2024,6/7/2024,Eric
3/26/2025,South,Phone,3,159.3,Store B,Wholesale,0.05,Eva,454.005,Credit Card,SAVE10,1,REG100891,Cust 9467,45.34,3/26/2025,3/29/2025,Sophie
4/26/2024,North,Monitor,4,303.37,Store A,Retail,0.1,Carlos,1092.132,Gift Card,WINTER15,0,REG100892,Cust 3824,30.19,4/26/2024,5/1/2024,Ryan
5/5/2023,West,Chair,16,541.96,Store C,Retail,0.1,Eva,7804.224,Cash,SAVE10,1,REG100893,Cust 3511,9.93,5/5/2023,5/13/2023,Wendy
9/23/2023,West,Desk,7,41.57,Store D,Retail,0,Carlos,290.99,Online,,0,REG100894,Cust 3356,16.59,9/23/2023,9/29/2023,Wendy
3/8/2025,South,Monitor,16,217.74,Store A,Wholesale,0.15,Frank,2961.264,Cash,FREESHIP,1,REG100895,Cust 2840,25.11,3/8/2025,3/15/2025,Sophie
1/17/2023,North,Printer,15,19.17,Store A,Wholesale,0,Carlos,287.55,Gift Card,FREESHIP,1,REG100896,Cust 3811,48.93,1/17/2023,1/27/2023,Ryan
4/29/2023,Central,Monitor,15,293.34,Store D,Retail,0.1,Eva,3960.09,Credit Card,WINTER15,0,REG100897,Cust 9960,21.03,4/29/2023,5/1/2023,Cameron
2/16/2025,South,Printer,18,204.58,Store C,Retail,0.1,Diana,3314.196,Cash,,0,REG100898,Cust 5906,16.04,2/16/2025,2/22/2025,Sophie
6/5/2023,East,Printer,15,324.58,Store A,Retail,0.15,Diana,4138.395,Debit Card,,0,REG100899,Cust 6579,24.57,6/5/2023,6/9/2023,Eric
8/28/2023,South,Phone,11,393.61,Store D,Wholesale,0.05,Frank,4113.2245,Debit Card,WINTER15,0,REG100900,Cust 1756,32.57,8/28/2023,9/6/2023,Sophie
8/1/2023,North,Printer,8,141.28,Store D,Wholesale,0.05,Frank,1073.728,Online,FREESHIP,0,REG100901,Cust 8150,28.69,8/1/2023,8/10/2023,Ryan
2/12/2025,West,Phone,13,227.64,Store C,Retail,0.15,Frank,2515.422,Cash,FREESHIP,1,REG100902,Cust 8999,46.67,2/12/2025,2/20/2025,Wendy
7/3/2023,Central,Laptop,19,341.07,Store C,Retail,0.1,Carlos,5832.297,Cash,WINTER15,0,REG100903,Cust 4277,47.75,7/3/2023,7/6/2023,Cameron
5/9/2025,Central,Phone,20,324.55,Store B,Wholesale,0.05,Eva,6166.45,Credit Card,WINTER15,1,REG100904,Cust 8751,21.21,5/9/2025,5/13/2025,Cameron
5/5/2024,West,Desk,16,301.07,Store B,Retail,0.1,Carlos,4335.408,Gift Card,WINTER15,0,REG100905,Cust 2482,5.58,5/5/2024,5/14/2024,Wendy
1/8/2024,South,Monitor,13,285.28,Store D,Retail,0,Eva,3708.64,Gift Card,SAVE10,0,REG100906,Cust 4078,31.2,1/8/2024,1/15/2024,Sophie
1/13/2025,South,Phone,15,18.04,Store C,Wholesale,0,Eva,270.6,Credit Card,SAVE10,1,REG100907,Cust 9091,14.35,1/13/2025,1/17/2025,Sophie
6/12/2025,East,Printer,11,495.44,Store A,Wholesale,0,Bob,5449.84,Gift Card,FREESHIP,0,REG100908,Cust 8706,44.77,6/12/2025,6/18/2025,Eric
4/3/2025,North,Laptop,12,276.42,Store C,Retail,0.15,Carlos,2819.484,Online,,0,REG100909,Cust 5042,30.57,4/3/2025,4/12/2025,Ryan
1/26/2023,Central,Desk,7,228.32,Store C,Wholesale,0.15,Eva,1358.504,Debit Card,FREESHIP,0,REG100910,Cust 3319,22.16,1/26/2023,1/30/2023,Cameron
1/7/2023,Central,Monitor,1,498.19,Store A,Wholesale,0.1,Bob,448.371,Gift Card,SAVE10,0,REG100911,Cust 4139,25.55,1/7/2023,1/11/2023,Cameron
1/15/2025,North,Desk,18,375.83,Store C,Retail,0.1,Carlos,6088.446,Gift Card,,0,REG100912,Cust 6993,15.13,1/15/2025,1/23/2025,Ryan
11/30/2024,East,Chair,18,130.36,Store B,Wholesale,0,Diana,2346.48,Debit Card,SAVE10,0,REG100913,Cust 8397,34.6,11/30/2024,12/5/2024,Eric
2/26/2024,East,Monitor,13,585.88,Store B,Retail,0.15,Carlos,6473.974,Credit Card,WINTER15,0,REG100914,Cust 3082,42.18,2/26/2024,3/7/2024,Eric
6/11/2025,North,Desk,19,278.04,Store B,Retail,0.05,Bob,5018.622,Credit Card,SAVE10,0,REG100915,Cust 1156,16.4,6/11/2025,6/15/2025,Ryan
11/29/2023,Central,Phone,11,267.91,Store B,Retail,0,Eva,2947.01,Debit Card,,0,REG100916,Cust 4720,12.05,11/29/2023,12/4/2023,Cameron
6/27/2024,South,Chair,12,369.54,Store B,Retail,0.05,Diana,4212.756,Debit Card,WINTER15,1,REG100917,Cust 7034,39.16,6/27/2024,7/5/2024,Sophie
5/20/2024,South,Monitor,13,284.3,Store A,Wholesale,0.05,Bob,3511.105,Online,WINTER15,0,REG100918,Cust 7218,48.73,5/20/2024,5/27/2024,Sophie
6/17/2023,West,Chair,12,427.1,Store C,Retail,0,Carlos,5125.2,Gift Card,WINTER15,1,REG100919,Cust 2651,8.11,6/17/2023,6/22/2023,Wendy
11/6/2024,East,Monitor,11,200.3,Store D,Retail,0.1,Eva,1982.97,Debit Card,WINTER15,1,REG100920,Cust 1252,48.27,11/6/2024,11/13/2024,Eric
2/12/2025,North,Printer,4,75.8,Store C,Retail,0.15,Carlos,257.72,Credit Card,SAVE10,0,REG100921,Cust 6679,12.22,2/12/2025,2/20/2025,Ryan
4/9/2025,North,Monitor,4,518.43,Store A,Wholesale,0,Alice,2073.72,Online,SAVE10,0,REG100922,Cust 1656,30.86,4/9/2025,4/14/2025,Ryan
8/18/2024,North,Tablet,19,181.18,Store A,Wholesale,0.05,Carlos,3270.299,Credit Card,FREESHIP,0,REG100923,Cust 9361,12.04,8/18/2024,8/26/2024,Ryan
2/20/2023,Central,Laptop,3,197.17,Store A,Wholesale,0.05,Frank,561.9345,Gift Card,FREESHIP,1,REG100924,Cust 4270,30.29,2/20/2023,2/23/2023,Cameron
4/28/2025,North,Laptop,6,81.96,Store D,Wholesale,0.05,Diana,467.172,Credit Card,WINTER15,0,REG100925,Cust 3049,26.43,4/28/2025,5/8/2025,Ryan
8/10/2023,Central,Printer,3,59.78,Store C,Retail,0,Eva,179.34,Online,SAVE10,0,REG100926,Cust 6415,46.98,8/10/2023,8/13/2023,Cameron
